order_id,user_id,vendor_id,order_date,order_status,order_total,commission
156,78,134,2024-12-11 12:43:20,completed,539.64,80.95
157,79,159,2024-02-25 06:43:00,completed,616.31,92.45
158,79,53,2024-12-14 21:30:33,cancelled,355.15,53.27
159,79,183,2024-01-27 16:26:25,completed,1812.7,271.9
160,80,15,2024-12-24 18:58:25,cancelled,1624.85,243.73
161,81,88,2024-04-30 21:40:32,cancelled,1286.51,192.98
162,81,93,2024-09-07 06:28:57,cancelled,1593.06,238.96
163,83,124,2024-11-04 17:42:06,completed,760.04,114.01
164,84,99,2024-08-16 18:34:13,completed,830.39,124.56
165,84,31,2024-02-29 18:46:40,cancelled,1510.3,226.54
166,85,31,2024-07-22 05:26:09,cancelled,752.18,112.83
167,85,132,2024-09-09 15:37:11,cancelled,189.16,28.37
168,87,99,2024-05-26 16:29:53,completed,1264.87,189.73
169,88,69,2024-12-07 22:46:07,completed,1669.28,250.39
170,90,156,2024-02-04 16:56:55,completed,733.57,110.04
171,90,117,2024-02-24 18:34:14,cancelled,317.94,47.69
172,90,168,2024-03-10 06:13:37,completed,903.66,135.55
173,91,29,2024-04-19 14:28:42,cancelled,426.92,64.04
174,91,166,2024-07-03 11:00:35,completed,1699.53,254.93
175,91,200,2024-05-31 22:48:14,completed,667.33,100.1
176,91,93,2024-01-16 23:49:24,cancelled,249.22,37.38
177,91,161,2024-12-01 00:07:38,completed,383.17,57.48
178,92,29,2024-01-18 00:15:05,completed,1495.28,224.29
179,92,104,2024-12-01 14:53:09,completed,1581.23,237.18
180,93,118,2024-11-22 13:51:13,completed,723.92,108.59
181,93,77,2024-04-22 21:19:32,completed,1035.19,155.28
182,93,61,2024-04-16 04:54:42,completed,185.22,27.78
183,93,30,2024-11-14 06:02:51,completed,700.19,105.03
184,94,186,2024-12-28 18:36:04,cancelled,383.61,57.54
185,95,179,2024-08-06 12:14:19,completed,860.92,129.14
186,95,133,2024-04-07 19:17:25,cancelled,506.96,76.04
187,95,16,2024-04-07 01:45:38,cancelled,421.14,63.17
188,95,19,2024-11-29 17:28:52,completed,1615.01,242.25
189,96,151,2024-10-02 00:20:31,completed,1094.07,164.11
190,96,136,2024-01-13 11:52:59,cancelled,971.43,145.71
191,96,72,2024-04-16 05:13:48,completed,934.17,140.13
192,97,19,2024-07-06 17:03:56,cancelled,409.62,61.44
193,97,66,2024-01-22 01:05:34,completed,306.81,46.02
194,97,88,2024-10-16 00:32:26,completed,636.98,95.55
195,97,123,2024-02-15 05:20:20,completed,967.5,145.12
196,98,84,2024-01-16 05:01:14,cancelled,1727.89,259.18
197,98,185,2024-05-16 02:51:51,completed,1041.19,156.18
198,98,140,2024-01-15 07:44:44,completed,988.66,148.3
199,98,113,2024-05-13 20:43:09,cancelled,1602.14,240.32
200,100,42,2024-11-27 05:11:27,completed,458.07,68.71
201,100,194,2024-04-16 13:55:30,cancelled,748.69,112.3
202,100,85,2024-12-13 00:02:34,cancelled,341.57,51.24
203,100,65,2024-02-08 15:52:55,cancelled,1658.38,248.76
204,100,94,2024-07-21 01:50:20,cancelled,699.21,104.88
205,101,25,2024-05-29 05:20:33,cancelled,1030.68,154.6
206,101,6,2024-03-31 14:34:49,cancelled,1013.74,152.06
207,102,195,2024-04-30 06:46:24,completed,1419.66,212.95
208,102,139,2024-10-28 05:33:51,completed,1051.3,157.69
209,103,187,2024-01-10 15:27:29,completed,1450.98,217.65
210,103,170,2024-09-17 11:52:42,completed,1958.86,293.83
211,103,11,2024-10-05 21:12:15,cancelled,976.32,146.45
212,104,131,2024-01-17 04:17:53,cancelled,681.77,102.27
213,105,190,2024-08-25 01:52:40,cancelled,655.35,98.3
214,105,122,2024-08-26 05:38:19,cancelled,244.31,36.65
215,106,47,2024-12-18 01:57:04,completed,660.41,99.06
216,106,171,2024-11-19 17:30:33,completed,507.63,76.14
217,106,85,2024-07-23 02:53:05,completed,1434.87,215.23
218,106,32,2024-12-18 10:04:43,completed,1142.31,171.35
219,107,7,2024-08-27 04:50:55,completed,1634.76,245.21
220,107,81,2024-11-12 12:03:06,completed,1135.5,170.32
221,107,31,2024-05-08 23:19:13,completed,874.66,131.2
222,108,198,2024-02-11 14:38:10,completed,922.22,138.33
223,108,4,2024-05-24 20:08:50,cancelled,770.83,115.62
224,109,125,2024-12-30 03:14:14,cancelled,445.71,66.86
225,110,11,2024-10-10 02:58:12,cancelled,1804.81,270.72
226,111,125,2024-02-20 19:08:46,cancelled,726.48,108.97
227,112,190,2024-12-24 10:26:03,completed,513.61,77.04
228,113,47,2024-03-05 04:08:28,cancelled,407.07,61.06
229,113,67,2024-04-06 04:16:56,cancelled,653.57,98.04
230,114,10,2024-03-05 22:32:18,completed,1624.79,243.72
231,115,39,2024-05-10 15:57:22,completed,1174.34,176.15
232,115,143,2024-02-07 03:05:53,cancelled,626.5,93.97
233,116,156,2024-10-27 08:28:38,completed,1291.86,193.78
234,116,21,2024-05-20 15:01:21,cancelled,1726.63,258.99
235,118,41,2024-12-15 21:31:06,completed,795.48,119.32
236,119,83,2024-04-14 20:47:05,completed,1627.99,244.2
237,119,151,2024-09-24 19:11:03,cancelled,1950.33,292.55
238,120,99,2024-09-09 16:29:09,completed,1881.48,282.22
239,120,4,2024-04-15 02:00:16,cancelled,475.76,71.36
240,121,118,2024-06-23 18:09:10,completed,1783.91,267.59
241,122,158,2024-03-29 16:41:22,cancelled,1660.59,249.09
242,122,82,2024-07-29 15:03:07,completed,1266.0,189.9
243,123,38,2024-09-19 20:35:49,completed,777.02,116.55
244,123,166,2024-02-24 00:19:54,completed,315.82,47.37
245,124,59,2024-05-24 13:29:09,cancelled,528.14,79.22
246,124,139,2024-05-30 12:26:16,completed,1810.23,271.53
247,125,175,2024-05-31 16:07:18,completed,214.59,32.19
248,125,4,2024-05-19 21:51:57,completed,1683.26,252.49
249,126,159,2024-04-17 10:40:37,completed,1436.71,215.51
250,126,35,2024-03-30 09:11:32,cancelled,620.45,93.07
251,128,40,2024-06-11 03:43:59,cancelled,1674.58,251.19
252,129,28,2024-12-18 19:56:42,cancelled,1671.61,250.74
253,130,167,2024-04-14 14:21:00,completed,827.38,124.11
254,130,83,2024-06-16 12:01:54,cancelled,1375.51,206.33
255,131,69,2024-09-06 17:13:55,cancelled,1507.02,226.05
256,132,177,2024-03-05 08:56:51,cancelled,1644.15,246.62
257,133,99,2024-05-11 20:15:15,completed,921.52,138.23
258,133,14,2024-01-07 11:36:41,completed,1990.55,298.58
259,133,19,2024-03-05 20:31:59,cancelled,423.13,63.47
260,133,59,2024-05-23 11:25:37,completed,1246.55,186.98
261,134,132,2024-11-02 09:02:01,cancelled,1724.85,258.73
262,134,162,2024-07-30 18:03:47,cancelled,879.11,131.87
263,134,115,2024-08-05 04:23:17,cancelled,1462.91,219.44
264,134,74,2024-04-17 05:43:28,completed,423.33,63.5
265,135,4,2024-07-24 22:22:09,completed,1064.83,159.72
266,135,31,2024-07-12 17:47:57,completed,1439.35,215.9
267,137,28,2024-09-23 10:22:07,completed,1543.01,231.45
268,137,23,2024-05-30 14:29:26,cancelled,711.4,106.71
269,138,191,2024-03-05 10:21:16,cancelled,1400.88,210.13
270,139,45,2024-09-12 00:47:03,completed,883.47,132.52
271,141,51,2024-04-07 07:05:38,cancelled,1711.99,256.8
272,141,99,2024-05-13 00:27:28,cancelled,1139.43,170.91
273,141,11,2024-05-13 16:26:03,completed,1895.67,284.35
274,143,195,2024-04-02 16:11:26,completed,1948.83,292.32
275,143,190,2024-10-26 19:09:30,cancelled,701.79,105.27
276,143,76,2024-11-06 13:10:29,cancelled,611.16,91.67
277,144,72,2024-05-24 20:15:07,cancelled,963.93,144.59
278,144,164,2024-11-01 11:19:12,cancelled,1139.68,170.95
279,144,169,2024-07-11 19:46:59,completed,879.62,131.94
280,145,103,2024-04-04 11:05:33,cancelled,1816.73,272.51
281,145,55,2024-06-24 19:57:30,cancelled,380.02,57.0
282,145,101,2024-05-18 12:54:27,completed,602.35,90.35
283,146,69,2024-01-30 11:59:01,completed,1635.32,245.3
284,147,112,2024-06-03 08:47:01,completed,1048.42,157.26
285,147,104,2024-01-26 06:18:17,cancelled,1958.24,293.74
286,148,155,2024-10-02 23:18:04,cancelled,1573.4,236.01
287,148,82,2024-03-23 21:14:46,completed,793.0,118.95
288,149,35,2024-11-27 01:01:29,completed,276.49,41.47
289,149,113,2024-02-22 00:29:36,cancelled,996.09,149.41
290,149,49,2024-01-31 23:19:17,cancelled,1378.44,206.77
291,149,39,2024-09-03 06:24:18,completed,697.59,104.64
292,150,73,2024-03-23 00:55:37,cancelled,924.44,138.67
293,151,52,2024-08-11 11:11:48,cancelled,174.97,26.25
294,151,44,2024-02-02 05:47:47,completed,1815.81,272.37
295,151,170,2024-11-17 10:24:28,completed,865.12,129.77
296,152,18,2024-12-16 13:38:53,cancelled,419.48,62.92
297,153,110,2024-01-01 03:46:30,completed,1718.42,257.76
298,155,122,2024-10-24 20:04:12,completed,1672.95,250.94
299,156,96,2024-01-25 10:18:03,completed,1323.82,198.57
300,156,118,2024-07-21 16:42:22,completed,439.08,65.86
301,157,47,2024-08-16 08:13:21,completed,1983.77,297.57
302,158,184,2024-02-23 16:46:18,completed,1832.68,274.9
303,158,113,2024-03-17 21:08:03,cancelled,583.24,87.49
304,158,9,2024-03-19 19:18:05,completed,330.42,49.56
305,158,78,2024-08-22 14:58:43,completed,1323.07,198.46
306,158,188,2024-10-07 06:54:07,cancelled,327.32,49.1
307,159,186,2024-01-25 23:28:44,cancelled,1984.57,297.69
308,159,31,2024-03-12 09:09:37,completed,558.82,83.82
309,160,162,2024-08-24 04:58:08,cancelled,1274.09,191.11
310,161,53,2024-11-05 11:30:08,cancelled,1298.64,194.8
311,161,106,2024-11-10 20:11:54,cancelled,1147.44,172.12
312,162,141,2024-09-25 08:47:34,cancelled,955.11,143.27
313,163,6,2024-06-17 09:58:41,cancelled,993.72,149.06
314,163,135,2024-03-19 19:39:13,cancelled,1531.76,229.76
315,163,77,2024-07-19 01:24:09,cancelled,1229.1,184.36
316,163,45,2024-08-07 02:59:17,completed,474.06,71.11
317,163,134,2024-07-24 20:51:18,cancelled,779.91,116.99
318,163,149,2024-10-23 14:16:41,completed,737.88,110.68
319,164,140,2024-12-13 16:47:57,completed,1102.48,165.37
320,165,92,2024-01-25 23:55:43,cancelled,256.6,38.49
321,165,149,2024-07-31 16:49:22,completed,1871.41,280.71
322,165,42,2024-02-11 05:04:59,completed,271.77,40.77
323,165,159,2024-03-08 22:01:16,completed,1521.1,228.16
324,165,85,2024-11-15 08:31:34,cancelled,849.5,127.42
325,166,192,2024-07-01 05:41:14,cancelled,703.31,105.5
326,166,132,2024-04-11 15:34:39,completed,1251.71,187.76
327,166,98,2024-04-16 17:11:47,cancelled,1996.27,299.44
328,167,17,2024-03-24 21:09:11,cancelled,865.1,129.76
329,167,41,2024-04-08 22:07:13,completed,505.06,75.76
330,167,44,2024-02-23 05:03:17,cancelled,1933.29,289.99
331,167,70,2024-08-01 14:14:25,cancelled,1924.88,288.73
332,168,25,2024-02-02 21:21:04,cancelled,1978.93,296.84
333,168,108,2024-10-13 02:27:45,cancelled,273.1,40.97
334,169,188,2024-03-11 13:06:08,cancelled,1689.16,253.37
335,169,28,2024-09-04 07:32:48,cancelled,317.62,47.64
336,170,46,2024-11-28 13:48:37,cancelled,262.05,39.31
337,170,58,2024-04-13 02:27:20,cancelled,525.93,78.89
338,170,75,2024-06-20 07:28:33,completed,1058.84,158.83
339,170,69,2024-02-26 21:10:38,completed,831.08,124.66
340,171,161,2024-07-18 11:21:31,completed,1371.91,205.79
341,171,101,2024-05-17 09:11:02,completed,150.2,22.53
342,173,155,2024-08-30 11:53:07,completed,1176.05,176.41
343,173,6,2024-09-03 22:08:59,cancelled,1405.23,210.78
344,174,7,2024-07-17 17:52:36,completed,1836.1,275.41
345,175,21,2024-04-06 11:43:58,cancelled,1311.46,196.72
346,176,163,2024-05-12 00:34:11,completed,317.6,47.64
347,177,63,2024-12-09 21:15:33,cancelled,630.01,94.5
348,178,169,2024-07-10 03:00:21,completed,1770.87,265.63
349,178,109,2024-08-05 01:51:14,cancelled,1125.02,168.75
350,178,88,2024-11-08 09:18:34,cancelled,316.26,47.44
351,179,138,2024-08-15 07:21:16,cancelled,318.75,47.81
352,179,31,2024-06-07 16:41:09,completed,759.45,113.92
353,180,140,2024-03-23 14:03:59,cancelled,400.2,60.03
354,181,105,2024-04-11 09:43:18,cancelled,1320.22,198.03
355,181,75,2024-01-08 20:58:11,cancelled,1142.16,171.32
356,182,55,2024-02-25 19:13:31,cancelled,193.65,29.05
357,182,183,2024-06-01 05:16:32,completed,948.73,142.31
358,183,124,2024-09-14 11:16:25,completed,624.63,93.69
359,184,62,2024-09-24 18:18:05,completed,793.54,119.03
360,185,150,2024-12-10 03:41:16,cancelled,1349.72,202.46
361,185,7,2024-10-21 19:37:06,completed,1907.31,286.1
362,185,189,2024-09-18 17:16:59,cancelled,1736.49,260.47
363,186,192,2024-04-08 18:17:40,cancelled,1791.31,268.7
364,186,76,2024-10-01 22:59:33,completed,1304.66,195.7
365,186,165,2024-05-05 18:40:09,completed,1958.23,293.73
366,188,62,2024-01-25 07:57:42,cancelled,206.25,30.94
367,188,85,2024-01-25 04:39:46,completed,1435.45,215.32
368,188,168,2024-12-03 10:56:43,completed,1879.06,281.86
369,189,14,2024-03-03 16:33:02,completed,201.63,30.24
370,190,194,2024-11-24 22:10:21,cancelled,250.99,37.65
371,190,1,2024-06-05 10:29:48,completed,1638.93,245.84
372,191,119,2024-05-04 04:57:49,completed,707.81,106.17
373,192,74,2024-12-28 23:18:35,cancelled,1093.1,163.96
374,192,78,2024-08-04 19:12:36,cancelled,1894.49,284.17
375,192,13,2024-05-06 22:36:30,cancelled,887.52,133.13
376,192,117,2024-12-20 06:38:13,cancelled,575.12,86.27
377,193,123,2024-04-19 02:37:42,cancelled,1156.88,173.53
378,193,152,2024-09-16 18:24:47,cancelled,396.47,59.47
379,193,57,2024-03-11 01:30:26,completed,159.91,23.99
380,194,137,2024-05-31 00:56:52,cancelled,1679.23,251.88
381,194,35,2024-10-07 01:37:04,cancelled,1864.33,279.65
382,195,28,2024-03-09 02:23:39,completed,256.43,38.46
383,195,188,2024-10-13 18:48:53,cancelled,380.88,57.13
384,196,66,2024-07-31 23:54:00,completed,680.81,102.12
385,197,173,2024-02-01 12:29:25,completed,912.95,136.94
386,197,79,2024-09-18 09:20:48,cancelled,462.59,69.39
387,199,104,2024-02-13 22:58:00,cancelled,1294.43,194.16
388,200,162,2024-04-04 15:46:25,completed,1659.95,248.99
389,200,65,2024-08-19 04:31:32,cancelled,561.83,84.27
390,202,79,2024-04-09 10:16:12,cancelled,942.17,141.33
391,202,148,2024-01-14 20:57:52,completed,591.36,88.7
392,202,78,2024-05-24 10:26:27,cancelled,1554.37,233.16
393,202,125,2024-08-23 21:15:45,completed,1764.55,264.68
394,203,57,2024-05-28 08:33:21,completed,618.84,92.83
395,205,123,2024-06-01 19:27:34,cancelled,557.07,83.56
396,205,8,2024-12-14 08:17:25,completed,458.58,68.79
397,205,182,2024-04-14 07:04:14,completed,470.12,70.52
398,206,29,2024-02-10 21:45:02,completed,1995.2,299.28
399,206,68,2024-11-23 03:51:48,cancelled,1116.97,167.55
400,207,8,2024-11-28 17:05:48,completed,1022.19,153.33
401,207,49,2024-11-08 17:37:29,cancelled,758.76,113.81
402,208,146,2024-02-06 04:18:18,completed,957.33,143.6
403,208,66,2024-03-08 18:44:27,completed,798.13,119.72
404,210,94,2024-07-11 10:47:14,cancelled,1433.25,214.99
405,211,140,2024-08-05 23:07:49,completed,1191.4,178.71
406,211,62,2024-09-23 06:12:16,cancelled,1524.38,228.66
407,211,147,2024-10-18 01:55:17,cancelled,1321.13,198.17
408,212,39,2024-10-11 18:40:43,completed,1503.13,225.47
409,212,129,2024-07-27 11:46:11,cancelled,654.41,98.16
410,213,133,2024-11-30 05:57:22,cancelled,1039.03,155.85
411,213,39,2024-05-20 18:07:33,completed,1339.44,200.92
412,214,23,2024-08-03 05:37:17,completed,1730.88,259.63
413,214,145,2024-05-27 23:56:59,completed,1294.37,194.16
414,214,197,2024-10-07 16:43:16,cancelled,1277.48,191.62
415,215,136,2024-10-05 16:37:03,cancelled,1099.41,164.91
416,215,171,2024-04-05 23:07:03,cancelled,1539.1,230.86
417,216,96,2024-11-22 14:10:21,cancelled,1279.22,191.88
418,216,95,2024-07-24 09:51:59,completed,1671.19,250.68
419,217,51,2024-11-11 14:21:35,completed,1606.74,241.01
420,218,37,2024-05-06 19:10:59,completed,1624.64,243.7
421,218,92,2024-01-21 03:27:42,cancelled,756.69,113.5
422,219,74,2024-01-15 12:27:49,cancelled,1072.67,160.9
423,220,168,2024-01-05 23:31:47,completed,699.3,104.89
424,220,104,2024-08-09 11:21:40,cancelled,328.75,49.31
425,220,174,2024-07-01 08:50:19,completed,1805.13,270.77
426,220,112,2024-10-22 02:10:27,completed,1402.66,210.4
427,221,69,2024-01-03 12:50:29,completed,1663.07,249.46
428,222,115,2024-01-16 06:28:43,cancelled,1788.6,268.29
429,222,151,2024-10-25 04:00:29,completed,288.87,43.33
430,222,192,2024-09-10 18:53:57,cancelled,1724.71,258.71
431,222,5,2024-04-17 02:58:05,cancelled,668.32,100.25
432,222,91,2024-05-10 01:04:22,cancelled,1278.63,191.79
433,224,71,2024-12-10 20:14:49,completed,909.77,136.47
434,225,47,2024-09-24 22:46:13,completed,895.61,134.34
435,225,40,2024-04-21 16:52:12,completed,227.57,34.14
436,226,167,2024-07-14 12:49:26,completed,807.18,121.08
437,226,180,2024-06-05 17:00:37,completed,1956.8,293.52
438,226,107,2024-04-19 05:18:40,cancelled,564.5,84.67
439,227,73,2024-04-04 22:07:04,completed,1371.73,205.76
440,227,40,2024-09-28 12:51:03,cancelled,1165.74,174.86
441,227,86,2024-11-19 12:26:28,cancelled,665.12,99.77
442,227,175,2024-06-24 01:35:47,completed,653.09,97.96
