user_id,created_at,city,acquisition_channel,device,total_orders,total_spent,last_order_date,is_active_30d
29,2024-06-15 18:09:18,Querétaro,Orgánico,iOS,2,1277.8,2025-03-17 18:09:18,False
30,2024-08-30 09:43:55,Monterrey,Referido,iOS,4,5853.27,2025-01-16 09:43:55,True
31,2024-08-26 19:25:55,Monterrey,Orgánico,iOS,3,1710.88,2025-02-06 19:25:55,False
32,2024-12-13 00:36:05,Querétaro,Google Ads,Android,0,0.0,2025-09-14 00:36:05,False
33,2024-01-21 12:28:32,Querétaro,Facebook Ads,Android,1,562.24,2024-04-29 12:28:32,False
34,2024-07-14 04:35:03,CDMX,Orgánico,Android,2,1672.58,2024-09-05 04:35:03,True
35,2024-12-15 01:21:14,Guadalajara,Orgánico,iOS,4,4586.73,2025-02-24 01:21:14,False
36,2024-01-23 09:04:53,Querétaro,Google Ads,Android,4,5143.57,2024-04-04 09:04:53,False
37,2024-07-29 11:17:18,Guadalajara,Google Ads,Android,2,1936.32,2024-11-29 11:17:18,True
38,2024-08-07 04:17:23,CDMX,Referido,Android,1,865.72,2024-09-27 04:17:23,True
39,2024-09-18 02:20:56,Guadalajara,Orgánico,iOS,2,2196.44,2025-07-11 02:20:56,False
40,2024-09-02 05:37:45,Puebla,Facebook Ads,Android,3,1042.55,2025-05-19 05:37:45,False
41,2024-06-05 05:58:07,Guadalajara,Referido,iOS,6,3086.45,2025-02-28 05:58:07,False
42,2024-03-14 00:41:38,Monterrey,Facebook Ads,iOS,3,1922.22,2024-03-17 00:41:38,True
43,2024-05-18 04:58:38,Querétaro,Orgánico,Android,6,2460.7,2024-06-13 04:58:38,True
44,2024-01-15 16:17:45,Puebla,Referido,iOS,2,663.83,2024-06-25 16:17:45,True
45,2024-04-15 00:02:09,Puebla,Google Ads,iOS,1,409.05,2024-12-05 00:02:09,True
46,2024-12-23 13:43:50,Monterrey,Google Ads,iOS,4,2033.7,2025-05-13 13:43:50,True
47,2024-03-02 09:11:17,Querétaro,Orgánico,iOS,6,4068.18,2024-03-31 09:11:17,False
48,2024-09-09 12:10:56,CDMX,Orgánico,Android,3,4078.98,2025-03-16 12:10:56,True
49,2024-07-27 05:13:59,Querétaro,Facebook Ads,iOS,5,5695.94,2024-09-04 05:13:59,True
50,2024-06-25 18:09:56,Querétaro,Orgánico,iOS,1,1039.11,2024-09-30 18:09:56,False
51,2024-11-02 07:25:22,Puebla,Referido,Android,5,7034.07,2025-06-10 07:25:22,False
52,2024-06-19 19:53:46,Querétaro,Facebook Ads,iOS,5,6532.39,2025-01-16 19:53:46,True
53,2024-04-10 12:39:56,Monterrey,Facebook Ads,Android,2,2834.0,2024-08-28 12:39:56,False
54,2024-11-07 06:58:25,Guadalajara,Facebook Ads,Android,2,1999.02,2025-03-15 06:58:25,False
55,2024-03-11 14:45:26,CDMX,Facebook Ads,Android,4,4424.48,2024-09-13 14:45:26,True
56,2024-10-13 23:16:04,Querétaro,Google Ads,iOS,4,5308.78,2024-10-30 23:16:04,False
57,2024-12-25 16:40:25,Guadalajara,Google Ads,iOS,8,5506.06,2025-02-14 16:40:25,False
58,2024-10-15 23:13:39,CDMX,Google Ads,iOS,2,1610.55,2025-06-18 23:13:39,False
59,2024-09-04 20:54:29,Querétaro,Google Ads,iOS,3,745.66,2025-01-13 20:54:29,True
60,2024-01-04 09:05:19,Querétaro,Referido,iOS,2,1757.83,2024-08-10 09:05:19,False
61,2024-10-14 03:30:30,Guadalajara,Orgánico,iOS,3,801.56,2025-04-20 03:30:30,False
62,2024-02-11 21:29:56,Guadalajara,Orgánico,iOS,6,7402.45,2024-10-11 21:29:56,False
63,2024-11-12 14:51:13,Puebla,Orgánico,iOS,2,465.91,2025-01-21 14:51:13,True
64,2024-06-02 05:18:07,CDMX,Facebook Ads,iOS,4,1613.47,2025-03-24 05:18:07,True
65,2024-12-05 03:01:02,CDMX,Orgánico,iOS,4,5765.3,2025-05-04 03:01:02,True
66,2024-04-06 03:46:49,Guadalajara,Google Ads,iOS,4,2651.06,2024-04-15 03:46:49,False
67,2024-12-19 09:14:02,CDMX,Google Ads,Android,1,350.89,2025-04-09 09:14:02,True
68,2024-08-27 03:39:34,Guadalajara,Referido,Android,0,0.0,2024-11-09 03:39:34,True
69,2024-07-27 07:53:09,Puebla,Google Ads,Android,3,2517.3,2024-09-04 07:53:09,True
70,2024-06-02 01:38:53,Querétaro,Orgánico,iOS,2,1436.11,2025-02-07 01:38:53,True
71,2024-04-27 22:35:38,Monterrey,Referido,Android,2,1373.99,2024-12-21 22:35:38,True
72,2024-06-09 14:38:08,Querétaro,Referido,Android,4,1166.96,2024-08-02 14:38:08,False
73,2024-10-10 21:07:16,Monterrey,Google Ads,Android,1,961.51,2025-08-01 21:07:16,True
74,2024-04-09 21:38:20,Puebla,Google Ads,iOS,5,7119.52,2024-06-19 21:38:20,True
75,2024-09-22 18:14:56,Puebla,Google Ads,iOS,4,1324.05,2025-07-19 18:14:56,True
76,2024-01-25 08:41:40,Querétaro,Facebook Ads,iOS,0,0.0,2024-02-10 08:41:40,False
77,2024-07-20 22:54:24,Monterrey,Referido,Android,1,614.67,2025-02-14 22:54:24,False
78,2024-07-24 01:30:02,Querétaro,Orgánico,iOS,1,1258.81,2024-11-01 01:30:02,True
79,2024-06-24 12:54:44,Puebla,Facebook Ads,Android,1,1105.76,2024-10-27 12:54:44,True
80,2024-03-22 09:03:55,Guadalajara,Orgánico,Android,5,5879.0,2024-12-16 09:03:55,True
81,2024-12-22 17:42:11,Querétaro,Orgánico,iOS,5,7049.92,2025-03-07 17:42:11,True
82,2024-01-30 21:52:21,CDMX,Facebook Ads,Android,4,5493.28,2024-08-12 21:52:21,True
83,2024-04-26 03:03:16,Querétaro,Google Ads,iOS,4,856.36,2024-11-25 03:03:16,True
84,2024-04-05 00:42:46,CDMX,Google Ads,Android,2,2870.16,2024-05-22 00:42:46,False
85,2024-05-13 15:24:20,Guadalajara,Orgánico,iOS,4,2509.06,2024-05-29 15:24:20,True
86,2024-07-31 02:37:22,Monterrey,Orgánico,Android,4,3370.99,2024-10-03 02:37:22,True
87,2024-07-02 01:38:31,Guadalajara,Orgánico,Android,1,773.99,2024-09-24 01:38:31,True
88,2024-07-14 21:12:40,Puebla,Facebook Ads,Android,2,771.78,2025-01-12 21:12:40,True
89,2024-02-27 21:21:39,Puebla,Facebook Ads,iOS,2,618.68,2024-08-05 21:21:39,True
90,2024-10-14 19:14:19,Monterrey,Google Ads,Android,2,2236.23,2025-02-15 19:14:19,False
91,2024-04-01 07:48:21,Monterrey,Referido,Android,1,1482.63,2025-01-08 07:48:21,True
92,2024-09-05 13:17:49,Monterrey,Facebook Ads,iOS,6,1851.31,2024-09-17 13:17:49,True
93,2024-04-20 02:27:09,Puebla,Referido,iOS,4,3361.65,2024-07-08 02:27:09,True
94,2024-05-01 22:49:47,Puebla,Orgánico,Android,0,0.0,2024-05-10 22:49:47,True
95,2024-02-29 00:13:36,Guadalajara,Facebook Ads,iOS,1,352.78,2024-11-08 00:13:36,True
96,2024-08-25 01:53:25,Guadalajara,Facebook Ads,Android,5,6645.89,2024-09-05 01:53:25,False
97,2024-06-13 18:21:54,Puebla,Google Ads,iOS,2,2921.68,2025-02-14 18:21:54,True
98,2024-06-14 01:58:18,Querétaro,Orgánico,iOS,0,0.0,2025-02-05 01:58:18,True
99,2024-09-11 11:27:28,Guadalajara,Google Ads,iOS,2,1840.02,2024-11-26 11:27:28,True
100,2024-03-06 00:11:13,Puebla,Facebook Ads,Android,6,8229.03,2024-08-25 00:11:13,False
101,2024-03-14 20:32:38,CDMX,Facebook Ads,Android,0,0.0,2024-10-18 20:32:38,False
102,2024-12-19 15:03:52,CDMX,Facebook Ads,iOS,5,4014.04,2025-04-12 15:03:52,True
103,2024-02-17 00:35:45,Puebla,Referido,Android,2,2933.43,2024-10-05 00:35:45,False
104,2024-04-16 16:33:47,Monterrey,Facebook Ads,Android,6,8305.23,2024-08-14 16:33:47,True
105,2024-06-21 07:54:26,CDMX,Facebook Ads,iOS,7,1639.94,2025-03-16 07:54:26,True
106,2024-01-29 20:20:48,Monterrey,Google Ads,iOS,3,2917.11,2024-06-07 20:20:48,True
107,2024-04-23 05:53:36,Guadalajara,Referido,Android,6,1639.73,2024-07-05 05:53:36,True
108,2024-09-16 20:17:08,CDMX,Facebook Ads,Android,9,3311.17,2025-05-22 20:17:08,False
109,2024-01-18 07:12:41,Querétaro,Google Ads,iOS,5,1738.12,2024-01-28 07:12:41,True
110,2024-03-07 14:59:33,CDMX,Google Ads,iOS,6,8037.9,2024-11-03 14:59:33,True
111,2024-12-01 19:01:11,CDMX,Referido,Android,2,2363.36,2024-12-31 19:01:11,True
112,2024-12-12 17:54:23,Querétaro,Referido,Android,3,656.72,2024-12-28 17:54:23,False
113,2024-08-10 18:25:13,Guadalajara,Referido,iOS,3,4126.22,2024-08-30 18:25:13,True
114,2024-12-12 06:52:13,Puebla,Referido,Android,4,5284.29,2025-02-19 06:52:13,False
115,2024-06-07 11:34:35,CDMX,Orgánico,iOS,4,3187.51,2024-06-16 11:34:35,True
116,2024-08-25 12:24:35,Monterrey,Orgánico,iOS,4,1194.49,2025-02-23 12:24:35,True
117,2024-09-15 07:45:37,CDMX,Facebook Ads,Android,1,397.47,2025-01-21 07:45:37,True
118,2024-07-06 16:38:31,Querétaro,Google Ads,iOS,2,1298.73,2024-08-26 16:38:31,True
119,2024-11-17 17:05:15,Guadalajara,Referido,Android,3,1349.93,2025-02-25 17:05:15,False
120,2024-06-13 17:57:44,Guadalajara,Google Ads,iOS,0,0.0,2024-11-30 17:57:44,True
121,2024-03-19 14:13:15,Querétaro,Orgánico,Android,1,315.31,2024-10-31 14:13:15,True
122,2024-03-30 22:21:55,Guadalajara,Orgánico,iOS,2,1347.1,2024-06-12 22:21:55,True
123,2024-04-25 10:19:40,Puebla,Referido,iOS,2,2478.47,2024-09-17 10:19:40,False
124,2024-11-11 07:41:02,Guadalajara,Orgánico,iOS,2,2794.27,2024-11-18 07:41:02,False
125,2024-11-18 14:47:45,Puebla,Referido,iOS,1,1248.06,2025-01-07 14:47:45,True
126,2024-04-02 04:56:56,Monterrey,Facebook Ads,Android,2,1363.23,2024-06-06 04:56:56,True
127,2024-06-12 01:00:21,Monterrey,Facebook Ads,Android,4,990.75,2024-09-18 01:00:21,False
128,2024-12-10 23:53:32,Monterrey,Facebook Ads,Android,4,1357.29,2025-05-28 23:53:32,True
129,2024-03-30 00:31:04,Monterrey,Referido,iOS,3,2071.41,2024-06-24 00:31:04,True
130,2024-06-20 18:41:06,Puebla,Google Ads,Android,0,0.0,2024-09-07 18:41:06,False
131,2024-04-27 15:46:32,Puebla,Facebook Ads,Android,2,2715.37,2024-05-29 15:46:32,True
132,2024-04-02 16:55:27,Monterrey,Facebook Ads,iOS,4,3592.95,2025-01-12 16:55:27,False
133,2024-03-01 20:17:15,Puebla,Google Ads,Android,3,1706.73,2024-06-15 20:17:15,False
134,2024-10-28 13:52:44,CDMX,Google Ads,Android,3,4447.41,2025-03-14 13:52:44,True
135,2024-01-17 02:59:55,CDMX,Referido,Android,2,797.43,2024-03-22 02:59:55,True
136,2024-02-28 11:31:39,Querétaro,Google Ads,iOS,1,442.54,2024-09-04 11:31:39,True
137,2024-10-30 08:51:49,Monterrey,Google Ads,iOS,1,1365.8,2025-08-10 08:51:49,False
138,2024-07-05 10:00:54,CDMX,Orgánico,Android,1,733.52,2025-01-05 10:00:54,False
139,2024-10-06 10:33:11,Puebla,Referido,iOS,2,2920.62,2025-02-20 10:33:11,True
140,2024-09-10 08:33:14,CDMX,Google Ads,iOS,3,3207.71,2025-01-23 08:33:14,True
141,2024-09-20 05:34:28,Querétaro,Orgánico,iOS,5,3103.92,2024-10-20 05:34:28,True
142,2024-02-26 12:05:40,Querétaro,Orgánico,iOS,3,2981.42,2024-05-17 12:05:40,True
143,2024-10-05 15:22:35,Puebla,Facebook Ads,Android,2,1650.96,2025-04-12 15:22:35,True
144,2024-04-07 16:16:34,CDMX,Facebook Ads,Android,1,637.59,2024-04-26 16:16:34,True
145,2024-07-05 23:58:01,Guadalajara,Orgánico,Android,1,1486.95,2024-08-01 23:58:01,True
146,2024-09-09 18:44:11,Monterrey,Google Ads,iOS,3,3564.89,2025-02-16 18:44:11,False
147,2024-06-11 10:40:37,Querétaro,Orgánico,Android,3,4225.16,2024-06-26 10:40:37,False
148,2024-11-26 03:13:27,Guadalajara,Orgánico,Android,5,1432.23,2025-05-31 03:13:27,True
149,2024-08-05 12:34:30,Querétaro,Facebook Ads,Android,4,1848.46,2025-02-22 12:34:30,False
150,2024-12-21 07:39:53,Querétaro,Google Ads,Android,1,1258.95,2025-02-02 07:39:53,False
151,2024-05-07 22:50:01,CDMX,Orgánico,Android,4,5046.32,2024-07-23 22:50:01,False
152,2024-12-06 13:17:48,Querétaro,Referido,Android,3,3515.68,2025-03-21 13:17:48,True
153,2024-09-17 21:22:10,CDMX,Facebook Ads,iOS,3,2719.86,2025-01-15 21:22:10,False
154,2024-10-07 21:19:46,Guadalajara,Facebook Ads,iOS,4,2541.51,2025-03-13 21:19:46,False
155,2024-11-28 18:13:22,Guadalajara,Referido,iOS,3,4086.18,2025-05-01 18:13:22,False
156,2024-08-22 17:55:50,Monterrey,Google Ads,iOS,2,1046.07,2024-08-28 17:55:50,True
157,2024-12-03 01:51:50,Puebla,Orgánico,iOS,1,940.86,2025-06-19 01:51:50,True
158,2024-10-06 04:55:27,Guadalajara,Orgánico,iOS,4,5201.55,2024-11-05 04:55:27,False
159,2024-01-21 02:21:37,CDMX,Referido,iOS,2,789.79,2024-11-12 02:21:37,True
160,2024-04-03 13:33:57,Monterrey,Facebook Ads,iOS,5,2636.69,2024-04-28 13:33:57,False
161,2024-10-04 05:55:12,Guadalajara,Referido,Android,3,2163.32,2025-03-08 05:55:12,True
162,2024-07-20 23:17:44,Guadalajara,Referido,iOS,3,2572.97,2024-08-30 23:17:44,True
163,2024-06-08 06:17:52,Monterrey,Google Ads,Android,1,1333.76,2025-04-03 06:17:52,False
164,2024-06-17 22:24:41,Monterrey,Facebook Ads,Android,5,4745.87,2024-09-28 22:24:41,True
165,2024-06-04 20:59:32,CDMX,Orgánico,iOS,6,8881.76,2024-11-05 20:59:32,True
166,2024-01-21 02:25:15,Guadalajara,Orgánico,Android,4,3874.63,2024-10-23 02:25:15,False
167,2024-08-14 15:55:03,Querétaro,Orgánico,iOS,1,635.76,2025-06-04 15:55:03,False
168,2024-11-09 02:14:49,Querétaro,Facebook Ads,iOS,1,633.55,2025-08-23 02:14:49,False
169,2024-06-06 19:28:18,CDMX,Google Ads,iOS,4,4635.01,2025-04-01 19:28:18,True
170,2024-07-06 17:43:27,Monterrey,Facebook Ads,iOS,2,766.23,2025-04-17 17:43:27,True
171,2024-03-07 07:28:51,CDMX,Orgánico,Android,2,2778.6,2024-04-04 07:28:51,True
172,2024-11-09 14:16:14,CDMX,Facebook Ads,Android,3,3187.8,2025-01-12 14:16:14,True
173,2024-06-15 06:40:29,CDMX,Facebook Ads,iOS,2,1478.02,2025-02-28 06:40:29,False
174,2024-07-27 11:41:58,Monterrey,Google Ads,iOS,2,1948.0,2024-11-27 11:41:58,True
175,2024-04-23 03:00:16,CDMX,Facebook Ads,Android,2,2734.94,2024-05-02 03:00:16,True
176,2024-08-16 14:21:11,Monterrey,Facebook Ads,iOS,1,247.51,2025-02-13 14:21:11,False
177,2024-04-09 19:06:29,Monterrey,Google Ads,iOS,2,2416.37,2024-08-25 19:06:29,True
178,2024-01-24 05:04:28,Monterrey,Orgánico,iOS,3,2782.6,2024-02-11 05:04:28,True
179,2024-08-20 13:25:44,CDMX,Facebook Ads,iOS,1,1320.32,2025-04-04 13:25:44,False
180,2024-12-26 08:09:59,Puebla,Orgánico,Android,4,932.01,2025-05-22 08:09:59,False
181,2024-06-13 18:04:58,Puebla,Referido,Android,3,1465.69,2024-07-16 18:04:58,True
182,2024-05-18 02:31:34,Puebla,Referido,Android,2,670.68,2024-10-12 02:31:34,True
183,2024-09-05 01:25:47,Monterrey,Google Ads,Android,3,987.82,2025-03-30 01:25:47,False
184,2024-03-30 13:04:08,Puebla,Referido,Android,4,4274.04,2024-08-09 13:04:08,True
185,2024-08-29 02:38:00,CDMX,Referido,iOS,3,933.48,2025-06-04 02:38:00,True
186,2024-07-28 10:16:12,Querétaro,Google Ads,iOS,1,435.87,2024-12-09 10:16:12,False
187,2024-08-13 08:34:54,Monterrey,Orgánico,iOS,5,3468.0,2024-12-03 08:34:54,False
188,2024-08-25 12:24:12,CDMX,Orgánico,iOS,3,2752.98,2024-12-21 12:24:12,True
189,2024-01-07 01:29:25,Puebla,Referido,Android,4,5316.03,2024-05-26 01:29:25,True
190,2024-08-04 05:46:21,Monterrey,Orgánico,Android,4,2197.12,2025-01-30 05:46:21,True
191,2024-11-17 05:36:37,Monterrey,Referido,iOS,3,3856.23,2025-04-20 05:36:37,True
192,2024-01-06 15:17:54,Puebla,Google Ads,Android,3,671.72,2024-10-29 15:17:54,True
193,2024-02-18 08:18:40,Guadalajara,Facebook Ads,Android,3,2761.29,2024-05-15 08:18:40,False
194,2024-06-08 14:48:15,Puebla,Orgánico,Android,3,1133.85,2024-08-18 14:48:15,False
195,2024-07-02 06:24:48,Monterrey,Referido,Android,5,6943.68,2024-12-07 06:24:48,True
196,2024-09-19 16:31:56,Monterrey,Facebook Ads,iOS,3,1248.51,2025-06-10 16:31:56,False
197,2024-07-29 10:43:06,Puebla,Google Ads,Android,2,1037.91,2025-01-07 10:43:06,True
198,2024-06-30 02:19:59,Querétaro,Google Ads,Android,2,2269.52,2024-10-27 02:19:59,False
199,2024-08-21 03:13:29,Querétaro,Google Ads,Android,5,2397.11,2025-06-06 03:13:29,False
200,2024-06-04 13:32:24,Monterrey,Google Ads,iOS,0,0.0,2025-01-29 13:32:24,True
201,2024-02-05 04:36:37,Puebla,Facebook Ads,iOS,1,845.28,2024-05-04 04:36:37,True
202,2024-12-08 11:28:01,Guadalajara,Facebook Ads,iOS,3,893.04,2025-02-13 11:28:01,False
203,2024-03-22 11:17:02,Monterrey,Orgánico,iOS,4,5059.33,2024-10-28 11:17:02,False
204,2024-04-27 15:35:07,Guadalajara,Referido,Android,4,1276.23,2024-11-20 15:35:07,False
205,2024-05-31 08:25:26,Querétaro,Orgánico,iOS,4,3617.88,2025-01-30 08:25:26,True
206,2024-06-14 20:27:44,Querétaro,Google Ads,Android,7,3413.01,2024-12-24 20:27:44,True
207,2024-08-05 05:47:09,Querétaro,Orgánico,Android,2,2234.5,2024-12-01 05:47:09,True
208,2024-06-26 15:33:02,Puebla,Orgánico,iOS,4,4426.59,2025-01-26 15:33:02,False
209,2024-12-27 10:40:47,Guadalajara,Facebook Ads,Android,7,8943.13,2025-06-22 10:40:47,True
210,2024-10-12 10:54:15,Puebla,Facebook Ads,iOS,0,0.0,2025-06-08 10:54:15,False
211,2024-08-30 02:39:30,Puebla,Orgánico,iOS,1,300.04,2024-09-25 02:39:30,False
212,2024-12-19 22:57:11,Puebla,Orgánico,iOS,3,1829.63,2025-01-13 22:57:11,True
213,2024-10-24 00:42:45,CDMX,Google Ads,iOS,5,2514.24,2025-05-25 00:42:45,True
214,2024-09-17 07:16:11,CDMX,Referido,iOS,0,0.0,2025-03-16 07:16:11,False
215,2024-10-23 10:07:49,Guadalajara,Facebook Ads,Android,0,0.0,2025-03-23 10:07:49,True
216,2024-01-23 18:54:55,Guadalajara,Facebook Ads,iOS,6,4943.03,2024-11-14 18:54:55,True
217,2024-02-01 13:28:41,Monterrey,Orgánico,Android,7,2405.31,2024-02-26 13:28:41,True
218,2024-07-10 10:25:46,Monterrey,Referido,Android,2,1007.38,2025-01-29 10:25:46,False
219,2024-06-07 11:50:15,CDMX,Google Ads,Android,0,0.0,2024-11-05 11:50:15,True
220,2024-06-13 19:03:28,Puebla,Google Ads,Android,4,5739.8,2024-12-26 19:03:28,True
221,2024-09-15 20:59:38,CDMX,Orgánico,Android,2,2685.71,2025-01-02 20:59:38,True
222,2024-12-11 13:07:09,Guadalajara,Facebook Ads,iOS,3,4465.56,2025-04-01 13:07:09,True
223,2024-02-25 18:27:12,Puebla,Facebook Ads,iOS,4,1999.48,2024-08-01 18:27:12,True
224,2024-08-07 23:01:15,Monterrey,Facebook Ads,Android,1,442.37,2025-05-20 23:01:15,False
225,2024-08-02 07:11:45,Puebla,Google Ads,iOS,2,2919.67,2025-05-23 07:11:45,False
226,2024-10-07 17:46:20,Guadalajara,Referido,iOS,5,5524.13,2025-01-26 17:46:20,True
227,2024-08-29 21:54:58,Guadalajara,Orgánico,iOS,2,981.93,2025-06-25 21:54:58,True
228,2024-09-26 06:31:53,Monterrey,Google Ads,Android,3,4022.1,2025-04-02 06:31:53,False
229,2024-08-04 17:32:43,Puebla,Facebook Ads,iOS,1,1355.37,2025-05-01 17:32:43,True
230,2024-10-28 07:13:01,CDMX,Google Ads,iOS,5,3654.95,2025-05-08 07:13:01,True
231,2024-04-09 06:27:56,CDMX,Orgánico,Android,3,916.08,2024-10-23 06:27:56,True
232,2024-09-13 13:52:29,Monterrey,Referido,Android,2,2613.14,2024-10-02 13:52:29,False
233,2024-03-22 14:41:21,Puebla,Orgánico,iOS,4,4325.68,2024-12-04 14:41:21,True
234,2024-09-22 14:52:32,Puebla,Facebook Ads,Android,7,9016.82,2025-04-10 14:52:32,True
235,2024-01-10 05:10:30,Guadalajara,Referido,iOS,4,5380.53,2024-01-20 05:10:30,False
236,2024-10-11 05:52:04,Puebla,Google Ads,Android,1,1273.56,2025-01-26 05:52:04,True
237,2024-01-22 20:58:51,Querétaro,Referido,iOS,1,1166.56,2024-03-08 20:58:51,True
238,2024-07-07 10:58:26,Querétaro,Referido,Android,4,2292.6,2024-08-05 10:58:26,True
239,2024-05-22 18:20:35,Querétaro,Google Ads,iOS,5,6069.0,2024-08-26 18:20:35,True
240,2024-12-31 12:08:03,CDMX,Referido,iOS,2,2903.78,2025-02-23 12:08:03,True
241,2024-08-01 11:25:57,Puebla,Referido,Android,3,4255.19,2025-03-16 11:25:57,False
242,2024-06-13 19:26:27,Monterrey,Orgánico,Android,1,591.25,2025-01-09 19:26:27,False
243,2024-11-20 20:43:09,Monterrey,Orgánico,Android,1,956.82,2025-01-16 20:43:09,False
244,2024-05-11 20:26:48,Guadalajara,Referido,Android,2,2666.0,2025-01-12 20:26:48,False
245,2024-04-09 07:38:25,Guadalajara,Referido,Android,5,1143.8,2024-08-20 07:38:25,False
246,2024-04-05 09:09:58,Puebla,Orgánico,iOS,4,2222.86,2024-09-28 09:09:58,False
247,2024-10-30 07:41:38,Monterrey,Orgánico,iOS,3,3699.76,2025-06-25 07:41:38,True
248,2024-12-05 07:14:27,Puebla,Referido,Android,2,2169.3,2025-05-16 07:14:27,False
249,2024-11-26 19:09:32,CDMX,Google Ads,Android,3,2286.11,2025-04-24 19:09:32,False
250,2024-03-24 06:28:44,Querétaro,Orgánico,Android,4,5916.68,2024-11-19 06:28:44,True
251,2024-04-03 18:56:24,Monterrey,Facebook Ads,Android,3,721.42,2024-08-20 18:56:24,True
252,2024-12-01 07:53:15,Monterrey,Orgánico,iOS,5,6646.05,2025-02-20 07:53:15,True
253,2024-12-14 13:10:25,Monterrey,Referido,Android,5,1211.42,2024-12-17 13:10:25,False
254,2024-11-04 14:01:23,Puebla,Referido,Android,4,1450.97,2025-02-20 14:01:23,True
255,2024-08-04 19:43:26,Querétaro,Facebook Ads,Android,3,850.41,2024-10-14 19:43:26,False
256,2024-06-19 10:48:29,Querétaro,Referido,Android,3,2375.36,2025-03-09 10:48:29,False
257,2024-10-14 03:49:36,Puebla,Google Ads,iOS,0,0.0,2025-01-12 03:49:36,False
258,2024-07-08 08:05:57,Monterrey,Google Ads,Android,3,3310.43,2024-12-01 08:05:57,False
259,2024-10-12 18:51:12,Querétaro,Google Ads,iOS,2,1649.32,2024-12-04 18:51:12,True
260,2024-01-26 08:44:54,CDMX,Referido,iOS,1,1482.66,2024-04-30 08:44:54,True
261,2024-10-29 10:05:03,Querétaro,Facebook Ads,Android,2,2226.41,2024-12-12 10:05:03,True
262,2024-03-19 00:01:15,Monterrey,Facebook Ads,iOS,1,624.4,2024-06-20 00:01:15,False
263,2024-05-24 09:15:20,Puebla,Facebook Ads,Android,1,655.82,2024-09-22 09:15:20,True
264,2024-05-03 15:31:22,Querétaro,Facebook Ads,iOS,0,0.0,2025-02-22 15:31:22,False
265,2024-06-29 23:10:18,Querétaro,Facebook Ads,iOS,2,2192.61,2025-03-12 23:10:18,True
266,2024-04-29 11:19:03,CDMX,Orgánico,iOS,2,671.88,2024-06-05 11:19:03,True
267,2024-01-03 23:35:25,Monterrey,Orgánico,Android,2,2834.15,2024-01-16 23:35:25,True
