session_id,user_id,session_date,session_duration_minutes,pages_viewed
4b9fed88-1c09-47c5-9bfc-65d3d82f062e,16,2024-06-22 01:37:39,1.3,19
ac2163a4-9fc3-4559-921d-7fe070ed1338,16,2024-03-28 09:53:03,10.02,10
8448e05d-41a9-4932-b3f2-718a56a35a32,17,2024-11-25 19:43:44,22.87,16
59935fc8-9486-4fd4-aae8-d14776c0970c,17,2024-04-17 03:15:45,12.41,11
01fe53e7-ba89-4810-a121-947dc2f8a32d,17,2024-09-16 13:07:12,4.73,6
9a142cc5-c57c-47a4-92a9-4dfef6955e0c,17,2024-11-09 01:30:57,1.11,8
6be91d41-1f06-4110-9181-e4194b95fc48,17,2024-08-03 15:15:37,22.57,6
750641fb-abe4-44d3-b031-62d9e2aa1101,17,2024-09-12 06:52:57,6.4,19
562e43d0-4071-4267-bac7-76c1a16b6a3b,17,2024-05-30 14:03:07,2.48,4
a851bef3-3208-4bd8-b46a-21aeceacd7f7,17,2024-01-11 20:23:12,15.42,10
3b7cfed1-e8f3-4f5c-b91b-e10be3613b9e,18,2024-11-24 21:21:37,12.72,8
c8f243f3-8390-48b4-a2dc-f7d4d0af56ec,18,2024-01-02 16:42:23,16.09,17
49329dc1-c9bb-44a6-914e-2a14d32ab044,18,2024-01-17 17:49:46,24.9,20
37955871-e81c-4cae-9b5e-dffc43f32089,19,2024-08-23 16:52:39,25.71,5
2b0f9f45-932b-4888-88bb-9a764ba18d99,19,2024-11-19 15:51:08,6.13,14
9279dea3-08e0-4c30-bccc-6091d82bacad,19,2024-07-27 10:25:29,2.07,11
06a45f28-24e9-426a-b772-f153c38b32ea,19,2024-09-02 15:45:04,13.86,5
44c2ea72-a5bd-4dce-82eb-ff7f54edcdf3,19,2024-05-26 17:40:42,8.17,8
b2241708-2147-4881-9c82-3f49b6b6aba0,19,2024-03-18 19:13:08,12.5,7
8ec4e0e1-d509-48f0-8704-713e75ca8cc2,19,2024-07-01 07:50:46,29.6,12
84f5a5dc-96d7-4028-8a9c-9f1bd99a7867,19,2024-03-21 15:34:52,11.11,14
38580aeb-f7df-4f16-b551-3cc382cc796f,20,2024-03-31 09:39:57,21.83,8
b44b4af1-e45e-4053-9e3e-04ddb4d46b98,20,2024-11-15 02:32:25,20.73,19
5f77a3d3-a0f9-4780-81b3-2dcf4b0e3d72,20,2024-04-15 21:30:07,13.22,13
c83c8480-2307-4b8d-b059-426bc46feec0,20,2024-01-06 14:16:19,1.74,10
2296fd6d-1486-4c90-bdfb-0b4ae720bc2c,20,2024-12-23 06:56:49,1.66,19
e3853e4b-7eab-4878-8b84-2518646b6a84,21,2024-06-25 06:16:10,9.46,3
7e25640c-f951-426c-ad9a-cbb7518e18bf,21,2024-07-27 04:46:59,29.93,5
9503f10d-623a-4e33-8ee5-cc5762f73645,21,2024-07-25 20:10:56,14.12,10
1a60b2a9-3ede-4424-ad4d-aecdd7bd1156,21,2024-05-26 16:35:49,2.5,8
d5287e28-9dda-4818-9271-85c8c2e29ed4,21,2024-06-05 08:00:00,6.11,9
15f280fa-f51f-44b4-99d7-489049d2a575,21,2024-03-10 07:13:15,16.44,14
d0dce1b8-5a68-41c8-a158-08c5d86eb00f,21,2024-01-09 16:20:38,16.95,8
b6fa86bb-8425-446b-842c-b4925fdbf7fd,22,2024-01-17 07:39:37,26.08,17
6e5e308d-972a-4525-b576-e9f2fd6ebc77,22,2024-01-23 01:34:05,18.03,7
6ec6f64f-73cc-4e98-a51d-a071e5f262ef,22,2024-12-29 10:51:58,13.84,7
34852fdb-901b-4371-8b25-de6b9dcef57a,22,2024-02-21 08:21:53,17.77,11
b90c5975-1fe4-4d0f-a5b1-37e9df929e4b,22,2024-06-22 21:09:20,14.59,17
8a8c1380-9a75-4cc6-a934-724315db375c,23,2024-12-12 12:35:03,13.41,19
e74567d4-6838-4772-9b16-49df4d924737,23,2024-01-25 09:31:36,19.05,3
2f2a97dd-d42f-4637-81a0-6a73629f364f,23,2024-07-08 16:18:52,7.56,6
16fe7e71-aa9e-4284-8b6c-fd285c0ad7dc,23,2024-10-29 21:10:23,22.72,9
a7a7a0ce-12c8-442c-b00a-c596c180d3d6,23,2024-05-29 03:19:39,16.11,17
a2bcedb3-f81e-455e-ae04-0a8d7f46a167,24,2024-03-29 08:36:15,19.32,4
329e1d39-f94e-4812-9d95-7f407a173ede,24,2024-02-15 01:14:51,11.83,14
e1f5402a-62b2-4ac4-b5dc-210b905046cf,24,2024-07-10 14:33:54,10.69,6
c96f3133-32d6-4943-8b4c-2bc24293f36e,24,2024-07-13 23:25:11,29.42,18
d35ea4b8-9e30-4007-b575-a6e6c221e7a1,24,2024-05-29 18:16:55,13.54,5
95824ea4-c79a-4cfc-a544-20d8a2fe9b81,24,2024-05-14 17:50:03,20.66,19
5a7053f2-9273-440e-a1e4-1cc4c691c416,24,2024-12-07 16:55:35,19.2,16
9d157379-1828-424a-8f69-07e3ab7187a0,25,2024-11-23 00:26:46,11.33,1
8697e912-f1e6-47cb-9378-a7b11aa607d9,25,2024-03-17 22:14:30,22.21,20
e0f58dcf-aa0b-4475-b4c5-24ad66668486,25,2024-09-23 21:59:19,16.95,1
f6cc72c5-e52d-4e54-bc85-d7e26a41d462,25,2024-11-13 21:24:34,20.38,1
6c713322-3918-43e1-ae45-73cc6cd7f930,25,2024-12-29 01:08:33,5.59,3
79d78d32-b60d-465b-be89-d1c69911fba0,26,2024-10-04 17:53:17,19.82,15
edbdc57a-e489-4b2f-80d1-a6c9b5c0bd25,26,2024-05-20 17:41:39,8.95,20
32effc1f-ca69-479f-9738-27d80451c0a3,26,2024-12-04 05:07:11,26.53,5
4b818bbd-bb77-4cbc-bb47-8a85641ce471,26,2024-04-30 20:50:14,20.18,4
838412a2-1135-41ff-864f-fd49b8c36cb8,27,2024-10-01 03:54:32,10.84,12
104dd2f7-cde7-410d-a1c4-92de0541265f,27,2024-05-10 23:39:12,14.0,14
1815ece5-2cec-410c-a53c-87f6faf839f4,27,2024-11-17 19:27:29,20.75,3
e2f3ee53-dfb5-4d16-952d-84eda6019aae,28,2024-07-21 22:21:26,9.64,12
d3fa44f7-e6e0-49ab-82ab-b5b480e4e2f1,28,2024-02-16 14:45:54,13.2,20
590c85e0-c950-4dd7-95b4-976c383d05c5,28,2024-02-23 15:08:20,21.6,1
d0d33390-0c40-4a73-91c4-3f4ff724afc9,28,2024-06-15 04:15:05,23.52,18
e0003ffe-77c3-40f7-b3c7-f19b3c8f1576,29,2024-07-16 04:47:10,13.45,1
489e2cd1-1255-46fd-8953-704e18062a27,29,2024-12-09 09:00:07,12.06,12
e87c6ad5-84b7-46e6-9c5d-fb7a994d9f79,29,2024-09-09 04:08:32,10.65,20
8132e76b-b172-44d8-b940-f9560f054bd8,29,2024-10-11 04:03:12,7.15,9
07819399-4fed-4363-8002-e6cd32b5b602,29,2024-10-02 18:52:48,23.02,1
c9f910f8-1b24-4520-bcc1-c630e014c259,29,2024-10-13 23:49:39,3.5,20
db89834d-020a-40e2-ad3e-9ef744004bdb,29,2024-02-04 00:49:53,26.74,16
7795d9aa-7c54-475c-b382-dccb2ac75f00,30,2024-11-02 11:19:52,28.47,8
a4f76397-454b-403f-9ee4-e777b221afee,30,2024-03-02 16:46:22,2.23,18
ded93394-d7a3-4d7e-90c9-cf6bc4230447,30,2024-12-01 03:38:33,6.28,16
7e19aba2-4d0c-4561-9fb0-7f8ba8dbe940,30,2024-10-24 13:41:33,17.95,6
54befcea-6612-4d7f-b99f-0f719ea163bb,30,2024-08-22 02:25:48,3.34,14
c5d4ada6-a44a-4514-b91b-6cbec9814f76,30,2024-11-09 15:06:08,5.69,12
e108c833-d58e-477e-b1c4-5ba7094a322b,31,2024-08-10 01:05:16,26.75,16
6d49a401-79ba-4517-99c9-a8decb5f9641,31,2024-07-13 02:36:51,19.32,10
23da2c4a-ed44-4653-a929-ad3839526987,31,2024-04-29 15:48:25,25.16,17
1ae5986f-1969-4b79-9bed-259472e77729,31,2024-07-23 17:17:19,22.96,2
4a808769-c8d5-4881-97be-56395fd1e8d0,31,2024-04-07 15:21:55,5.69,3
8841cfc4-1423-406d-b3d4-895ca3e79b6b,31,2024-08-16 19:26:56,19.81,1
06f8d04e-6d6d-4fba-b655-db86f6bac3ac,31,2024-11-08 15:34:43,5.3,13
118892e7-74ae-47c1-b5e4-c2ad656534a4,31,2024-04-05 05:05:39,26.21,14
067605da-5c65-4c72-9b99-b90a34d207ea,31,2024-05-16 05:28:36,2.91,8
37e52eb2-5222-4fe0-83e1-ea834e875268,31,2024-08-25 02:43:22,29.62,19
ee60db8d-241a-4512-a43a-b8282fdabfd0,31,2024-04-25 06:34:37,12.62,5
1491c5a5-f689-4e19-87b9-14e2eb62abde,32,2024-12-30 10:23:00,23.34,3
a8f36201-5ab5-4f1e-a155-ac2f5937be79,32,2024-07-24 00:40:36,10.19,13
2a90d805-f27a-4c4e-9abc-ef921b303b70,32,2024-04-01 22:30:41,16.34,17
45f629e6-a816-4966-879c-ab5a4f9956aa,33,2024-01-16 23:29:17,13.14,10
b0e7ccca-feda-4712-90a6-591f7adbc6c9,33,2024-08-26 03:47:37,12.91,19
5ccf5231-82fd-4525-8b4c-d26489a82353,33,2024-01-08 19:29:41,9.61,7
15ff2413-be32-4d81-bf4f-48ef37bdea30,33,2024-04-26 23:21:49,17.26,12
6f8c00d9-d4e1-4e18-ba20-9d24921b8645,34,2024-06-02 18:16:52,20.54,15
58153645-2e8a-4d6c-8789-994a388e6a26,34,2024-06-09 09:07:15,10.12,2
d7d01438-47cc-46ef-a497-da7a01927cab,34,2024-09-02 03:45:44,11.38,6
21fad7b4-3300-4236-91f4-739ebbe74635,34,2024-08-11 06:02:03,12.76,8
bed95bdb-b982-4db0-a301-91dc895bae35,35,2024-08-06 17:52:18,21.68,14
4a71b1e1-c98e-4b6f-b5bd-41b5203b0b49,35,2024-01-23 07:51:58,17.94,20
5f6b77e9-7709-43e0-aee6-f740b457e787,35,2024-06-23 15:14:44,2.46,3
92fb1e44-f403-47bb-b60d-34d310c75086,35,2024-07-15 03:23:54,6.75,18
25acc156-819d-495a-aadf-3b726fff21a6,35,2024-11-21 22:12:39,6.86,13
ee5d36bd-e7b3-400d-babe-ebc386139ee8,36,2024-12-23 14:56:40,18.44,19
76a5c63a-e6fa-438c-96c2-68a9571fe915,36,2024-07-14 13:57:43,11.42,2
d72c509b-6f9d-466f-b74f-72961b98ca99,36,2024-10-05 10:55:11,7.56,10
6fb22f76-0f7a-4d11-9ee9-36fc01cfef4e,36,2024-07-04 23:34:15,18.48,5
3ae5b977-3921-4c4b-9df5-f7ec45052287,36,2024-01-10 04:05:48,12.33,7
ff6f5a26-8826-4cf1-a7e6-e1be2b0b850b,36,2024-02-28 20:29:54,1.41,1
2c4466a5-af9f-4d27-b2f2-41cef163e53a,37,2024-05-23 22:59:55,15.86,1
2663471b-9f3b-4885-a181-e907bc720778,38,2024-11-21 23:08:06,3.8,15
9764c91b-7d0b-49b9-86b2-b246a645d666,38,2024-07-29 14:33:43,28.51,16
fffbec36-d39e-436b-a13c-28804a6301ca,39,2024-05-02 12:25:56,20.16,3
57aa474a-8b14-41ff-9fda-886fb365f573,40,2024-01-31 08:20:17,28.9,9
a8ccec47-5309-47fe-ab3a-72bdbc3b39c4,40,2024-12-09 16:36:55,13.29,11
6c3b2d60-2f2a-42ef-be7c-43d9ad2c34b9,40,2024-01-14 07:26:42,7.94,7
bd0b3e96-5208-4861-a3cb-18515cd120e0,40,2024-10-12 08:54:49,4.35,6
24d4f42a-fa70-4fe6-844b-5de8f23bd518,40,2024-04-13 16:23:38,7.04,4
5c659dab-f9da-4ca1-8a43-74df81068f92,40,2024-04-19 00:15:14,17.59,1
3cf9c7f7-0749-4571-a3a8-9ff6bc3fa486,40,2024-10-05 05:28:13,8.11,9
3df90d0f-1ca9-4751-adda-4336f266b6e8,41,2024-03-02 11:54:43,2.95,6
42e87761-f158-4fb0-b13b-616929709c1c,41,2024-07-28 06:07:11,21.35,17
f8b2e4e8-9115-4dd5-840c-9f37c7f72f61,41,2024-12-09 07:01:02,23.27,19
0f48b002-0d63-4045-a9b0-f3061f2fbfba,41,2024-04-13 13:17:54,13.57,3
caa33418-bc25-409a-a8be-e935baf6710e,41,2024-09-29 03:10:31,11.22,13
f3a9a427-7daf-4ee5-b517-48e5d8b80e6e,41,2024-02-13 12:25:59,9.06,13
21f36497-ef29-40e8-a446-ee91d2340ec0,41,2024-07-02 13:50:22,7.8,2
522237bd-2f97-418b-9400-c33cb2cd9d35,42,2024-07-04 22:26:46,1.98,6
00c6e4f5-cee1-4f5c-bbea-0eb4c2807a89,42,2024-05-16 08:06:04,10.66,18
f1103d69-4ef6-4c21-bd67-864f5c8a7ad1,42,2024-06-26 08:58:04,21.18,3
3d84b4aa-1570-41fb-a1df-d570f9ba8583,42,2024-08-07 03:46:34,8.56,17
a4c1b3aa-6ede-48a5-82c5-38f9e01d2f75,44,2024-07-23 02:34:44,10.66,17
45e5b7b8-ded0-40e4-85e7-73b098160447,44,2024-12-27 12:00:36,4.71,14
145b9f5d-3182-460c-9947-a4e6143c7029,45,2024-11-12 10:34:42,7.22,9
373b4cc4-822d-456c-81f1-63cae7f6e9f9,45,2024-01-31 09:47:23,26.09,20
61d133cd-6ed2-487c-8316-b21b28d6c100,45,2024-12-14 02:10:19,24.84,4
194d7248-31cb-4d92-b177-a2602c84ea12,45,2024-12-18 07:28:40,6.57,1
2e315c34-3042-4bb6-996e-30dd63015223,45,2024-03-11 01:23:16,4.12,3
25365aa9-488d-4ee3-9c81-dc09dfe0b692,46,2024-10-05 20:06:44,3.04,16
056f95b7-3567-4caa-9bd2-a3e39215d7b0,46,2024-06-13 21:13:43,21.67,5
76311898-522f-42a2-96b6-49b5e8e553c4,46,2024-09-21 11:10:59,5.37,19
125cbbaf-ac0c-4dbb-b778-62135c4f2f11,46,2024-09-25 13:37:12,27.88,17
14582ec2-6fa5-4d5d-a936-73b0b9034aa5,46,2024-02-04 12:02:19,13.11,5
d9f15c78-029e-420a-9fbd-a1f6c25eec05,46,2024-09-06 10:19:15,3.38,10
edb4d2e7-5c6c-4edb-bb23-fb66306d3f41,46,2024-02-10 08:06:07,7.63,4
7ad9ccdb-5a4c-4bcb-b903-3b7f58dd6f68,46,2024-04-26 02:01:13,26.01,18
417b098b-4b47-4750-8dea-19514e239f52,47,2024-06-10 19:34:16,9.82,17
8fc724f9-5b0d-420f-8441-32826dec546d,47,2024-05-30 05:59:19,27.39,6
9649b26f-8b4b-4b0e-a9a4-8b2aaa5782ec,47,2024-11-30 17:39:06,18.3,20
9528d14e-3e2c-4acc-8413-9b8ede3d806a,47,2024-11-25 11:30:18,21.77,18
75c47b39-a5a7-4671-b2c9-48b52ef26e60,47,2024-04-21 10:28:02,25.42,8
4c7f7e93-6622-4395-afef-e785956b7268,48,2024-09-11 16:57:45,17.82,7
27975633-4071-45a8-a7a5-f461c947a501,48,2024-05-17 21:51:31,11.92,3
c134b900-f9b7-47a1-8459-6ceed819af3b,48,2024-01-25 02:56:55,20.15,11
b6b9a86e-bc13-437b-b727-bd1c103e122a,48,2024-09-22 22:14:54,29.82,9
b6e7408a-ddba-483f-85d4-30e47a9ab8b4,48,2024-09-12 01:50:19,2.33,14
5e0b79d3-f213-47da-ac1a-c7c3b90eae63,48,2024-10-13 16:17:27,28.62,17
898c3e03-44ef-47ef-bf59-913631b79656,48,2024-08-06 20:13:26,3.1,2
22ad26ed-cb53-4855-8d86-b66f21941ec4,49,2024-08-17 08:40:25,19.34,3
130cf901-640c-4a7b-9697-d5985cc394d7,49,2024-10-19 23:48:13,22.8,5
7b48fc3c-acde-43ef-91ba-3251467b95d5,49,2024-12-01 14:08:41,28.68,3
1203b14d-347e-496d-8339-1c239599be92,49,2024-07-28 10:30:40,5.63,18
a0711ba7-4f50-4ffd-924a-45a7cbb9dab2,49,2024-07-30 22:18:10,27.14,13
042003b8-1cb9-4277-87c2-0653b20dc2d6,49,2024-10-28 07:07:29,14.98,18
2ea59f5a-5264-483c-80b7-f4516af60466,50,2024-05-05 09:01:50,6.57,5
4387f971-128b-487b-871b-60b2d187ad2e,50,2024-08-10 09:18:46,23.04,17
4c9ee435-d3f0-4be7-9fbd-2db3045f2ad6,50,2024-05-30 14:48:55,27.91,3
0d3c50a9-264b-41f5-a04c-ad22fc03a881,50,2024-09-25 23:38:45,15.17,4
83131b2d-6609-4e7d-980c-282d2caff7de,50,2024-05-18 16:53:27,29.83,14
f65d9559-ebd8-41ac-a2fe-01f209651efa,50,2024-12-16 17:36:13,13.41,2
ab36151e-fbbb-4d40-87b7-f2117d27acb7,50,2024-10-25 15:28:47,14.91,7
18f85607-97a3-4ada-b683-ca57b2e34a4d,51,2024-01-09 06:52:39,15.52,4
c10cb50f-d3ca-416e-97ca-f7494e9e5c27,51,2024-07-30 14:48:52,5.92,10
d5f7ab82-2abd-454d-9565-0cff10794087,51,2024-07-30 00:36:56,28.48,11
1b679e6b-cf96-4e23-bbdd-e3c62348b563,51,2024-02-13 15:22:41,7.41,18
3a9e0d0f-bd68-4211-b937-f831dc391b11,51,2024-05-04 18:43:20,6.84,3
cc3873de-3704-43dc-b937-1d7222c862aa,51,2024-10-24 20:42:49,3.93,3
c31b4755-05f5-45ef-8e3e-75cd90fc7e2f,51,2024-04-28 12:05:22,14.15,10
48600923-ef1b-4bc9-a5a9-6daf439d3045,51,2024-12-01 20:08:23,8.93,3
706a2600-8253-42d7-8838-c0fc19608efd,51,2024-06-12 22:15:10,22.48,17
e4305bc6-d17b-4b01-b8ef-5ea2ceb3c13b,51,2024-10-03 15:25:58,9.92,10
31e3adf1-64c4-4e84-89dc-1a26b8635942,52,2024-09-03 02:48:55,28.88,11
762266c4-351a-46fa-a707-bf504e9e3ec9,52,2024-10-06 06:49:36,6.14,12
88320521-2a3d-4940-84f3-8b71ffb837e3,52,2024-11-23 06:12:36,5.36,2
9c9584c8-c21a-4d7c-bcbe-4f5da473002c,52,2024-03-19 02:49:14,11.39,16
a9ecf657-a982-4c56-ae04-3e99f1ae440b,52,2024-06-01 11:43:47,3.77,12
e0f1bd0e-541d-458a-a3a8-cf4d88695c6f,53,2024-04-17 12:48:37,26.52,14
73c52358-7247-4ae1-9161-b77f99b884c4,53,2024-09-02 19:07:00,13.87,17
ef6ad2fb-df04-4f53-ac71-391072cc05fe,53,2024-07-31 17:57:26,5.56,4
4e014a01-b22a-4200-afa7-4e0ba24d9a20,54,2024-10-03 20:32:42,28.76,20
ad9e3273-569b-4abf-a653-4115017832dd,54,2024-04-26 08:30:58,10.47,11
5615bc84-9640-42dc-a548-4720c6769857,54,2024-09-19 09:45:10,23.19,13
c39967bf-54a8-4a5c-a4db-45008027d618,55,2024-07-19 16:31:40,13.1,6
57fdb1bf-f5e4-4feb-87b2-5f84f58f2d77,55,2024-01-31 02:12:20,29.41,14
071f1d67-3362-4e61-a444-1013c5929daf,55,2024-07-22 10:48:24,27.61,5
1972f5e1-c99e-484e-9446-c3cee221f364,56,2024-08-21 14:13:23,13.59,20
34b9a2c0-6be0-4ff4-8e0a-741e88c7b68b,56,2024-09-05 04:25:33,2.24,9
137b5c61-002e-4e03-9fb1-5e9356c02bf8,56,2024-11-25 19:51:10,8.07,20
fe014679-2359-4b6c-9e25-fae8e8b3adcc,56,2024-04-14 10:53:51,3.67,15
bb9c44f3-a216-4c2c-947d-3fa0e142dadb,57,2024-02-19 02:11:53,16.45,14
09da0e38-2dae-4d31-8287-6fc0317c99d3,57,2024-06-01 17:21:31,1.2,8
6eeb47dd-7cd8-4193-b1cf-9350d3694d3d,57,2024-10-31 21:30:28,12.86,13
7948a0f1-0213-4ae5-864c-1979a6a1326a,57,2024-08-29 02:19:45,17.1,13
b7feb65c-4f55-4049-8ccd-8aa5affb9348,57,2024-03-23 09:19:09,15.92,6
e971d6f9-6eb8-46da-b631-56618970a1f8,57,2024-02-14 00:25:12,12.77,5
f4e65f29-1c91-4b49-a5be-6b1c089a3a3f,58,2024-06-08 08:56:46,26.87,14
23e3a734-a281-482f-aae1-85b48c0f8ff5,58,2024-07-13 18:10:12,27.12,15
ae62240d-b6a4-49c9-96c3-e50544042bc4,58,2024-12-07 20:46:59,7.5,7
745838bb-a8e7-478f-ba54-3d5831ae8126,58,2024-08-21 11:15:30,22.83,4
af152edc-d5fa-4b58-9b9a-cb664bd3e0e0,58,2024-02-08 04:47:26,3.98,8
3a063abf-f09a-432a-8459-23badd3e2566,58,2024-04-26 07:12:10,1.87,19
55e5cf25-887f-44c3-9642-099f3a403b4a,58,2024-05-14 13:41:51,25.26,6
0a2dcbad-93a0-4e39-9519-adb89635decc,59,2024-06-09 14:37:19,4.31,18
8d5c6c69-4b3e-4252-a536-5609fa931e9c,59,2024-12-16 07:40:42,3.24,8
25b2a419-ab33-4b38-83bb-8600e2d610f8,59,2024-01-08 05:47:17,1.72,7
